job_id,title,seniority,company,industry,company_size,location,posted_date,listing_age_days,salary,salary_missing,repost_count,repost_interval_days,company_open_roles,company_closed_roles,closure_ratio,hiring_velocity,role_recycling_score,engagement_latency,status,is_ghost,listing_longevity_ratio,open_close_ratio
878BB921,Scrum Master,Junior,Zenith Studio,Consulting,enterprise,"San Francisco, CA",15-02-2026,13,80136,0,0,0,16,20,1,1.33,0.0196,6,open,0,0.4333,0.8
0DDA96DA,Product Manager,Director,Horizon Collective,Logistics,startup,"Toronto, CA",15-01-2026,44,235532,0,1,34,3,8,1,0.25,0.2221,4,open,0,1.4667,0.375
57DC2B8B,HR Generalist,Director,Synapse Collective,Manufacturing,startup,Remote,22-04-2025,312,,1,10,10,33,3,0.0909,2.75,0.8399,44,open,1,10.4,11
1.83E+09,Full Stack Developer,Lead,Quark Consulting,Finance,mid,"New York, NY",23-01-2026,36,182199,0,0,0,13,23,1,1.08,0.3197,2,open,0,1.2,0.5652
50A98E79,UX Designer,Mid-level,Axiom Studio,Technology,enterprise,"Boston, MA",27-10-2025,124,,1,12,20,56,0,0.116680918,4.67,0.7863,13,open,1,4.1333,112
225EBAAD,Backend Developer,Junior,Helix Partners,Media,mid,"Denver, CO",13-02-2026,15,78956,0,0,0,5,22,1,0.42,0.1223,3,closed,0,0.5,0.2273
C9FEDCA0,Platform Engineer,Mid-level,Echo Innovations,Education,startup,"Atlanta, GA",07-07-2025,236,89624,0,3,20,32,4,0.125,2.67,0.8062,23,open,1,7.8667,8
1385EE0D,Site Reliability Engineer,Principal,Echo Innovations,Education,startup,"Toronto, CA",07-11-2025,113,,1,12,18,36,1,0.0278,3,0.9347,21,open,1,3.7667,36
1B96A83F,UX Designer,Junior,Neon Digital,Consulting,enterprise,"Austin, TX",26-07-2025,217,83924,0,10,9,50,1,0.133960472,4.17,0.9851,36,open,1,7.2333,50
34BD6422,Backend Developer,Director,Monolith Solutions,Consulting,startup,"Los Angeles, CA",09-02-2026,31,235148,0,1,0,14,16,1,1.17,0.549035858,3,open,0,1.0333,0.875
3CE14527,Data Engineer,Principal,Catalyst Labs,Technology,startup,"London, UK",01-02-2026,50,173926,0,1,0,19,12,0.6316,1.58,0.344113383,6,closed,0,1.6667,1.5833
CE48CEAF,UX Designer,Junior,Helix Networks,Consulting,startup,"London, UK",16-02-2026,12,65695,0,1,49,4,11,1,0.33,0.1548,5,open,0,0.4,0.3636
DAAF00FC,Full Stack Developer,Senior,Pulse Partners,Finance,startup,"Atlanta, GA",23-02-2026,5,,1,1,32,11,9,0.8182,0.92,0.1753,6,closed,0,0.1667,1.2222
EA3911F7,Operations Manager,Principal,Quark Solutions,Media,enterprise,"Austin, TX",06-11-2025,114,,1,10,18,31,0,0,2.58,0.85,26,open,1,3.8,62
96CA0007,HR Generalist,Intern,Monolith Studio,Retail,mid,"Dallas, TX",07-12-2025,83,52017,0,3,9,60,2,0.0333,5,0.7021,42,open,1,2.7667,30
6C93F9ED,Scrum Master,Director,Ionic Group,Finance,mid,"Denver, CO",21-02-2026,7,236654,0,1,76,19,9,0.4737,1.58,0.2156,9,closed,0,0.2333,2.1111
F4A763EA,Sales Executive,Senior,Cascade Analytics,Education,mid,"Austin, TX",06-04-2025,328,,1,11,11,37,3,0.0811,3.08,0.8047,33,open,1,10.9333,12.3333
334A06F1,Financial Analyst,Mid-level,Axiom Works,Logistics,startup,"Chicago, IL",02-05-2025,302,,1,5,10,59,0,0,4.92,0.8819,27,open,1,10.0667,118
59645F6B,Site Reliability Engineer,Senior,Forge Intelligence,Finance,startup,Remote,13-02-2026,15,,1,1,72,13,17,1,1.08,0.2768,1,open,0,0.5,0.7647
3B0B0BB3,Financial Analyst,Director,Axiom Studio,Technology,enterprise,"Atlanta, GA",11-10-2025,140,,1,11,7,40,2,0.05,3.33,0.8659,32,open,1,4.6667,20
794CF503,ML Engineer,Lead,Helix Ventures,Retail,enterprise,"San Francisco, CA",26-01-2026,33,166141,0,1,88,6,22,1,0.5,0.2784,3,closed,0,1.1,0.2727
C6F789E0,Data Engineer,Lead,Monolith Solutions,Consulting,startup,"Atlanta, GA",14-06-2025,259,143078,0,6,15,59,2,0.0339,4.92,0.7856,30,closed,1,8.6333,29.5
97D59E40,Backend Developer,Lead,Monolith Solutions,Consulting,startup,"London, UK",24-06-2025,249,,1,4,16,41,0,0,3.42,0.6641,19,open,1,8.3,82
4954D401,Site Reliability Engineer,Senior,Apex Digital,Media,enterprise,Remote,12-02-2026,16,135145,0,1,51,10,14,1,0.83,0.2749,5,closed,0,0.5333,0.7143
D2DCE7F7,QA Engineer,Lead,Arch Group,Manufacturing,enterprise,"Phoenix, AZ",11-03-2025,354,174059,0,12,12,23,4,0.1739,1.92,0.8224,21,open,1,11.8,5.75
F2723E39,Technical Lead,Mid-level,Monolith Analytics,Media,enterprise,"Chicago, IL",22-03-2025,343,,1,5,14,30,4,0.1333,2.5,0.9269,34,open,1,11.4333,7.5
86B52C86,Financial Analyst,Mid-level,Ionic Platforms,Education,startup,"Atlanta, GA",27-04-2025,307,,1,7,21,59,4,0.0678,4.92,0.656,41,open,1,10.2333,14.75
D724171B,Site Reliability Engineer,Intern,Prism Platforms,Retail,enterprise,"Berlin, DE",14-02-2026,14,47459,0,0,0,18,13,0.7222,1.5,0.2596,1,closed,0,0.4667,1.3846
A5C957C2,Software Engineer,Senior,Neon Digital,Consulting,enterprise,"London, UK",12-02-2026,46,155089,0,3,67,11,24,1,0.92,0.504032246,6,closed,0,1.5333,0.4583
5EF7BF8C,Scrum Master,Junior,Jade Innovations,Technology,startup,"Denver, CO",14-06-2025,259,,1,5,13,35,4,0.1143,2.92,0.6849,18,open,1,8.6333,8.75
E7F42F96,Operations Manager,Junior,Forge Global,Logistics,startup,"Toronto, CA",21-11-2025,99,81984,0,12,16,24,2,0.0833,2,0.655,39,closed,1,3.3,12
64D00F31,HR Generalist,Principal,Arch Dynamics,Healthcare,enterprise,"Austin, TX",11-02-2026,17,171686,0,1,61,9,11,1,0.75,0.3377,3,open,0,0.5667,0.8182
15C5E696,HR Generalist,Principal,Meridian Capital,Retail,mid,"Phoenix, AZ",19-12-2025,71,,1,7,11,44,1,0.0227,3.67,0.7818,37,open,1,2.3667,44
AF74DF52,HR Generalist,Junior,Orion Systems,Healthcare,enterprise,"Dallas, TX",24-03-2025,341,,1,9,13,30,0,0,2.5,0.6808,41,open,1,11.3667,60
F8978FB7,Data Engineer,Lead,Zenith Studio,Consulting,enterprise,"San Francisco, CA",14-01-2026,45,173635,0,1,47,6,8,1,0.5,0.1868,8,closed,0,1.5,0.75
ED4D4084,Operations Manager,Senior,Forge Works,Healthcare,mid,"Los Angeles, CA",29-04-2025,305,,1,4,17,19,0,0,1.58,0.8232,32,open,1,10.1667,38
CFD27087,Sales Executive,Senior,Ridge Consulting,Retail,enterprise,"Seattle, WA",01-02-2026,27,138174,0,0,0,14,6,0.4286,1.17,0.3412,5,open,0,0.9,2.3333
9329A67F,Marketing Manager,Lead,Prism Innovations,Retail,enterprise,"Austin, TX",18-05-2025,286,172225,0,7,9,52,3,0.0577,4.33,0.8145,36,open,1,9.5333,17.3333
51A9404C,HR Generalist,Director,Catalyst Partners,Healthcare,startup,"London, UK",18-01-2026,41,202972,0,1,79,3,20,1,0.25,0.2729,4,closed,0,1.3667,0.15
330BFB55,Scrum Master,Principal,Quark Systems,Education,enterprise,"Atlanta, GA",02-02-2026,26,187936,0,0,0,5,18,1,0.42,0.2927,8,closed,0,0.8667,0.2778
9E9236B3,Operations Manager,Junior,Luminary Systems,Consulting,enterprise,"Atlanta, GA",25-02-2026,3,,1,0,0,10,22,1,0.83,0.0036,5,closed,0,0.1,0.4545
FB76E459,Product Manager,Mid-level,Quark Consulting,Finance,mid,"London, UK",16-02-2026,12,119597,0,1,59,8,8,1,0.67,0.0793,10,closed,0,0.4,1
A12A1DDB,Cloud Architect,Lead,Monolith Consulting,Finance,mid,"Miami, FL",31-01-2026,44,144370,0,2,53,13,8,0.6154,1.08,0.433329038,9,closed,0,1.4667,1.625
F2063155,Frontend Developer,Principal,Luminary Systems,Consulting,enterprise,"Chicago, IL",15-01-2026,44,173114,0,1,56,9,8,0.8889,0.75,0.0589,8,closed,0,1.4667,1.125
78DCA220,Sales Executive,Senior,Cascade Innovations,Technology,mid,"Chicago, IL",27-02-2026,1,,1,1,66,5,18,1,0.42,0.1761,4,closed,0,0.0333,0.2778
A43A115C,Technical Lead,Junior,Helix Networks,Consulting,startup,"Berlin, DE",20-02-2026,8,84466,0,1,78,3,20,1,0.25,0.0675,7,open,0,0.2667,0.15
2F183472,Data Analyst,Principal,Quantum Solutions,Finance,enterprise,"Phoenix, AZ",27-03-2025,338,,1,3,13,60,2,0.0333,5,0.7704,42,open,1,11.2667,30
4F2873BF,Full Stack Developer,Director,Pinnacle Technologies,Retail,startup,Remote,04-08-2025,208,,1,5,7,18,3,0.1667,1.5,0.9438,34,closed,1,6.9333,6
7300A111,Technical Lead,Lead,Opus Consulting,Education,mid,"Atlanta, GA",22-01-2026,37,,1,1,88,19,14,0.7368,1.58,0.2633,1,open,0,1.2333,1.3571
799E7F09,Business Analyst,Director,Monolith Solutions,Consulting,startup,"New York, NY",26-03-2025,339,223906,0,7,17,24,2,0.0833,2,0.8437,45,open,1,11.3,12
2BE32FB9,Full Stack Developer,Intern,Helix Partners,Media,mid,"Denver, CO",04-02-2026,24,56011,0,1,81,10,25,1,0.83,0.1684,1,open,0,0.8,0.4
A851F628,Site Reliability Engineer,Director,Quark Systems,Education,enterprise,"Austin, TX",24-02-2026,4,,1,0,0,12,18,1,1,0.2961,8,open,0,0.1333,0.6667
0B855094,Software Engineer,Mid-level,Quark Consulting,Finance,mid,"Denver, CO",22-02-2026,6,103539,0,1,59,19,10,0.5263,1.58,0.2066,7,open,0,0.2,1.9
48742001,Frontend Developer,Junior,Catalyst Labs,Technology,startup,"Los Angeles, CA",20-07-2025,223,,1,9,20,56,1,0.073586442,4.67,0.9341,15,open,1,7.4333,56
C05073F1,Platform Engineer,Director,Ridge Works,Logistics,mid,"Phoenix, AZ",20-02-2026,8,200950,0,0,0,8,12,1,0.67,0.0759,7,closed,0,0.2667,0.6667
F38827FE,Data Engineer,Junior,Pulse Technologies,Media,mid,"Miami, FL",10-10-2025,141,,1,7,9,22,3,0.194771868,1.83,0.9385,18,open,1,4.7,7.3333
D7BC6BCB,Marketing Manager,Mid-level,Meridian Capital,Retail,mid,"Atlanta, GA",05-09-2025,176,92856,0,3,21,18,0,0,1.5,0.8887,11,open,1,5.8667,36
443DAB2B,Data Engineer,Lead,Nova Dynamics,Technology,enterprise,"Denver, CO",19-01-2026,40,140541,0,1,68,10,20,1,0.83,0.1993,10,closed,0,1.3333,0.5
59939BD2,Product Manager,Principal,Arch Dynamics,Healthcare,enterprise,"Denver, CO",15-02-2026,13,173613,0,0,0,6,21,1,0.5,0.0854,10,closed,0,0.4333,0.2857
BDBA5345,Data Scientist,Lead,Vector Global,Technology,enterprise,"Seattle, WA",14-02-2026,14,151445,0,1,53,15,10,0.6667,1.25,0.2597,3,open,0,0.4667,1.5
668F67BA,Backend Developer,Lead,Vortex Systems,Retail,mid,"Seattle, WA",14-02-2026,14,154984,0,1,64,6,25,1,0.5,0.2319,3,open,0,0.4667,0.24
45A6CF1E,Software Engineer,Intern,Opus Consulting,Education,mid,Remote,27-01-2026,32,49213,0,0,0,20,20,1,1.67,0.0364,8,closed,0,1.0667,1
6A04405F,Scrum Master,Senior,Stellar Global,Consulting,mid,"Phoenix, AZ",12-02-2026,16,154564,0,0,0,8,9,1,0.67,0.0744,3,open,0,0.5333,0.8889
766CB745,Software Engineer,Principal,Ridge Systems,Retail,enterprise,"Seattle, WA",14-02-2026,14,204605,0,1,66,7,13,1,0.58,0.2244,10,closed,0,0.4667,0.5385
4290B25F,Cloud Architect,Junior,Apex Group,Retail,startup,"New York, NY",18-06-2025,255,,1,5,17,58,1,0.0172,4.83,0.8636,20,open,1,8.5,58
183A685E,Product Manager,Lead,Pulse Technologies,Media,mid,"Chicago, IL",08-11-2025,112,,1,11,9,38,2,0.0526,3.17,0.7418,41,open,1,3.7333,19
F1C02DF7,Technical Lead,Intern,Synapse Global,Media,enterprise,"Toronto, CA",18-09-2025,163,45072,0,5,14,51,3,0.0588,4.25,0.8176,25,open,1,5.4333,17
F2FBF94C,Site Reliability Engineer,Intern,Quantum Solutions,Finance,enterprise,"Boston, MA",01-11-2025,119,,1,4,13,40,0,0.122299936,3.33,0.6646,12,open,1,3.9667,80
99AADA1E,ML Engineer,Principal,Prism Labs,Manufacturing,enterprise,"Berlin, DE",19-01-2026,40,169269,0,0,0,20,6,0.3,1.67,0.0373,2,open,0,1.3333,3.3333
4.89E+39,Software Engineer,Principal,Ridge Consulting,Retail,enterprise,Remote,17-01-2026,42,209593,0,1,76,19,17,0.8947,1.58,0.058,7,closed,0,1.4,1.1176
31452FDA,Data Scientist,Director,Apex Group,Retail,startup,"Austin, TX",17-07-2025,226,,1,10,10,53,3,0.0566,4.42,0.7719,40,closed,1,7.5333,17.6667
02AE9DA2,Sales Executive,Intern,Neon Dynamics,Technology,startup,"Boston, MA",29-11-2025,91,39910,0,11,21,47,1,0.0213,3.92,0.7648,43,open,1,3.0333,47
A8A7B7AE,QA Engineer,Senior,Cipher Intelligence,Education,startup,"San Francisco, CA",08-09-2025,173,146347,0,12,9,18,4,0.2222,1.5,0.8259,35,open,1,5.7667,4.5
DD9F8AB9,Business Analyst,Lead,Jade Capital,Media,startup,"Phoenix, AZ",23-01-2026,36,154410,0,0,0,2,5,1,0.17,0.239,4,open,0,1.2,0.4
313F70FB,Operations Manager,Intern,Synapse Collective,Manufacturing,startup,"Dallas, TX",06-10-2025,145,,1,11,13,56,4,0.0714,4.67,0.7126,33,open,1,4.8333,14
833AA964,DevOps Engineer,Director,Vortex Systems,Retail,mid,"New York, NY",02-02-2026,26,244375,0,1,83,18,8,0.4444,1.5,0.0916,5,closed,0,0.8667,2.25
B11362E1,Marketing Manager,Senior,Arch Group,Manufacturing,enterprise,"Berlin, DE",15-07-2025,228,,1,12,17,34,4,0.1176,2.83,0.9327,37,open,1,7.6,8.5
3EC25FE7,UX Designer,Director,Synapse Global,Media,enterprise,"Atlanta, GA",22-05-2025,282,176498,0,9,21,22,1,0.0455,1.83,0.6689,43,open,1,9.4,22
FBBC49BD,DevOps Engineer,Intern,Helix Intelligence,Retail,enterprise,"Denver, CO",17-02-2026,11,49241,0,0,0,4,9,1,0.33,0.2449,3,open,0,0.3667,0.4444
95C8026E,Data Scientist,Senior,Echo Innovations,Education,startup,"Dallas, TX",30-07-2025,213,,1,10,13,19,2,0.22586649,1.58,0.8261,25,open,1,7.1,9.5
CFE4C27E,Security Engineer,Intern,Pulse Studio,Consulting,startup,"Miami, FL",06-02-2026,22,42457,0,1,60,9,22,1,0.75,0.3351,1,closed,0,0.7333,0.4091
CBA7F4E1,ML Engineer,Lead,Catalyst Labs,Technology,startup,"Boston, MA",17-06-2025,256,182287,0,9,9,46,4,0.087,3.83,0.8442,41,open,1,8.5333,11.5
E8F34785,HR Generalist,Intern,Pulse Technologies,Media,mid,"Dallas, TX",28-12-2025,62,45921,0,7,21,17,4,0.2353,1.42,0.9612,16,open,1,2.0667,4.25
36ADEEBE,HR Generalist,Lead,Monolith Analytics,Media,enterprise,"Miami, FL",07-04-2025,327,,1,8,14,23,2,0.087,1.92,0.664,34,open,1,10.9,11.5
D81EF3F0,Scrum Master,Director,Pulse Dynamics,Technology,startup,"Phoenix, AZ",23-02-2026,5,198714,0,0,0,9,21,1,0.75,0.0735,7,closed,0,0.1667,0.4286
2AF0DADF,Cloud Architect,Director,Blaze Capital,Healthcare,enterprise,"Atlanta, GA",19-01-2026,40,195541,0,1,33,8,11,1,0.67,0.328,7,open,0,1.3333,0.7273
0B85D862,Frontend Developer,Junior,Catalyst Partners,Healthcare,startup,"Boston, MA",15-02-2026,13,55219,0,1,62,11,7,0.6364,0.92,0.2179,6,closed,0,0.4333,1.5714
45815974,Site Reliability Engineer,Director,Cipher Intelligence,Education,startup,"Seattle, WA",12-11-2025,108,191631,0,5,19,41,0,0,3.42,0.7374,30,open,1,3.6,82
663E82E0,Marketing Manager,Senior,Blaze Capital,Healthcare,enterprise,"Miami, FL",07-02-2026,21,116149,0,0,0,7,16,1,0.58,0.0282,7,open,0,0.7,0.4375
54023676,Backend Developer,Junior,Apex Digital,Media,enterprise,"Boston, MA",26-01-2026,33,76613,0,0,0,5,16,1,0.42,0.049,3,closed,0,1.1,0.3125
BF7C45E1,Product Manager,Intern,Luminary Intelligence,Media,mid,"Dallas, TX",24-01-2026,35,41773,0,0,0,5,16,1,0.42,0.0981,4,open,0,1.1667,0.3125
8ECC95B3,Frontend Developer,Mid-level,Quark Consulting,Finance,mid,"Toronto, CA",30-01-2026,29,88948,0,1,50,6,24,1,0.5,0.0849,1,open,0,0.9667,0.25
18A90839,Data Analyst,Senior,Zenith Studio,Consulting,enterprise,"Seattle, WA",02-02-2026,26,122635,0,1,57,3,21,1,0.25,0.1493,1,closed,0,0.8667,0.1429
28016FC9,ML Engineer,Senior,Jade Innovations,Technology,startup,"Toronto, CA",21-01-2026,48,117218,0,2,53,20,17,0.85,1.67,0.408711164,6,closed,0,1.6,1.1765
2CE52260,Full Stack Developer,Principal,Titan Partners,Technology,enterprise,"San Francisco, CA",08-02-2026,20,191629,0,1,50,8,15,1,0.67,0.0355,10,closed,0,0.6667,0.5333
B9523D59,Financial Analyst,Principal,Monolith Consulting,Finance,mid,"Chicago, IL",26-11-2025,94,175639,0,11,18,28,1,0.0357,2.33,0.8772,23,open,1,3.1333,28
28029CE4,ML Engineer,Senior,Monolith Studio,Retail,mid,"Boston, MA",03-09-2025,178,,1,9,12,24,3,0.125,2,0.8108,21,open,1,5.9333,8
BDD97AC3,Sales Executive,Director,Cascade Analytics,Education,mid,"Austin, TX",13-06-2025,260,201707,0,7,20,50,1,0.02,4.17,0.6826,37,open,1,8.6667,50
446C4A0F,Marketing Manager,Intern,Pulse Dynamics,Technology,startup,"Chicago, IL",29-01-2026,30,48551,0,1,82,20,14,0.7,1.67,0.0368,1,closed,0,1,1.4286
0D4C375F,Frontend Developer,Director,Catalyst Platforms,Media,mid,Remote,26-01-2026,33,223434,0,0,0,15,9,0.6,1.25,0.2796,7,closed,0,1.1,1.6667
3FD8D160,UX Designer,Director,Neon Digital,Consulting,enterprise,"Seattle, WA",20-02-2026,23,180582,0,2,0,14,14,1,1.17,0.397625955,4,closed,0,0.7667,1
148E4E11,DevOps Engineer,Director,Vortex Networks,Consulting,enterprise,"Denver, CO",09-02-2026,19,200613,0,0,0,10,25,1,0.83,0.2774,3,closed,0,0.6333,0.4
9B926E1D,Financial Analyst,Lead,Ionic Partners,Retail,mid,"Los Angeles, CA",16-01-2026,60,157541,0,3,52,18,11,0.6111,1.5,0.473537121,9,closed,0,2,1.6364
A68DEF20,Platform Engineer,Lead,Ionic Partners,Retail,mid,"Denver, CO",30-08-2025,182,,1,6,7,57,4,0.0702,4.75,0.6684,36,open,1,6.0667,14.25
12CBF362,Software Engineer,Director,Catalyst Studio,Logistics,startup,"Dallas, TX",05-02-2026,34,248798,0,2,81,14,13,0.9286,1.17,0.400842069,5,closed,0,1.1333,1.0769
CAEE4E80,DevOps Engineer,Director,Axiom Works,Logistics,startup,"Berlin, DE",08-09-2025,173,,1,3,12,37,2,0.0541,3.08,0.8957,12,open,1,5.7667,18.5
C78C90EA,Sales Executive,Principal,Stellar Solutions,Consulting,startup,"Denver, CO",16-02-2026,12,191534,0,1,57,11,5,0.4545,0.92,0.2181,7,open,0,0.4,2.2
DB041BB9,Operations Manager,Junior,Flux Innovations,Consulting,startup,"Chicago, IL",17-02-2026,11,68502,0,0,0,9,16,1,0.75,0.175,4,open,0,0.3667,0.5625
D1573DB6,Backend Developer,Intern,Nexus Dynamics,Media,mid,"Los Angeles, CA",16-10-2025,135,37325,0,8,20,54,4,0.128131478,4.5,0.8305,22,open,1,4.5,13.5
235BEF44,Frontend Developer,Mid-level,Monolith Studio,Retail,mid,"Austin, TX",27-05-2025,277,,1,9,16,25,2,0.08,2.08,0.697,15,open,1,9.2333,12.5
FA637F99,Data Engineer,Intern,Synapse Global,Media,enterprise,Remote,28-06-2025,245,42397,0,8,19,32,1,0.0312,2.67,0.6535,34,closed,1,8.1667,32
5A58C211,Site Reliability Engineer,Lead,Jade Systems,Finance,startup,"Seattle, WA",10-07-2025,233,147038,0,3,7,37,1,0.027,3.08,0.8207,30,closed,1,7.7667,37
4FCA2695,Frontend Developer,Senior,Stellar Global,Consulting,mid,"Toronto, CA",08-02-2026,20,136415,0,0,0,12,14,1,1,0.0708,4,closed,0,0.6667,0.8571
B1DA9CD9,Product Manager,Mid-level,Catalyst Innovations,Media,startup,"Dallas, TX",04-10-2025,147,,1,12,8,15,4,0.2667,1.25,0.9395,41,open,1,4.9,3.75
543C5020,Site Reliability Engineer,Principal,Orion Works,Retail,mid,Remote,24-02-2026,4,167727,0,1,32,20,16,0.8,1.67,0.3167,2,closed,0,0.1333,1.25
B0AF8B58,Platform Engineer,Lead,Vertex Partners,Logistics,enterprise,"Miami, FL",20-01-2026,39,148664,0,0,0,15,7,0.4667,1.25,0.2736,8,open,0,1.3,2.1429
EABC3D1B,Operations Manager,Intern,Jade Innovations,Technology,startup,"Atlanta, GA",13-07-2025,230,,1,4,15,49,0,0.06338151,4.08,0.9466,16,open,1,7.6667,98
672CC08A,Backend Developer,Mid-level,Jade Innovations,Technology,startup,"Denver, CO",11-10-2025,140,87558,0,7,19,21,4,0.1905,1.75,0.9093,10,open,1,4.6667,5.25
231CD6C7,QA Engineer,Intern,Ionic Partners,Retail,mid,"Austin, TX",16-09-2025,165,44751,0,7,13,58,3,0.144096413,4.83,0.8378,19,open,1,5.5,19.3333
1F339F0E,Data Scientist,Director,Monolith Consulting,Finance,mid,"Miami, FL",15-11-2025,105,197946,0,12,10,49,0,0,4.08,0.9588,21,closed,1,3.5,98
B1829F2F,Scrum Master,Intern,Pinnacle Studio,Consulting,startup,"Seattle, WA",04-03-2025,361,51521,0,4,19,43,3,0.0698,3.58,0.9873,10,open,1,12.0333,14.3333
85D7AFA9,Full Stack Developer,Principal,Pinnacle Studio,Consulting,startup,"New York, NY",14-03-2025,351,,1,7,12,31,4,0.129,2.58,0.6899,39,open,1,11.7,7.75
55A70784,Platform Engineer,Junior,Echo Analytics,Media,mid,"Toronto, CA",14-02-2026,14,65983,0,0,0,4,12,1,0.33,0.1464,2,open,0,0.4667,0.3333
E0EDF33B,Scrum Master,Junior,Ridge Works,Logistics,mid,"Berlin, DE",30-01-2026,29,55018,0,1,50,5,7,1,0.42,0.3388,10,closed,0,0.9667,0.7143
0A1BCDC9,QA Engineer,Principal,Neon Dynamics,Technology,startup,"Denver, CO",23-07-2025,220,197791,0,3,18,58,4,0.069,4.83,0.9923,31,open,1,7.3333,14.5
4DE6250A,Operations Manager,Principal,Prism Networks,Education,enterprise,"Toronto, CA",25-01-2026,34,,1,0,0,20,9,0.45,1.67,0.276,1,closed,0,1.1333,2.2222
FBF1B418,Scrum Master,Mid-level,Synapse Collective,Manufacturing,startup,"Toronto, CA",26-02-2026,17,93862,0,1,0,20,17,0.85,1.67,0.329374057,8,open,0,0.5667,1.1765
061CAE0F,Software Engineer,Junior,Echo Innovations,Education,startup,"London, UK",14-11-2025,106,,1,5,7,46,1,0.0217,3.83,0.925,41,closed,1,3.5333,46
6777CA6E,Data Engineer,Senior,Neon Ventures,Retail,enterprise,"Denver, CO",10-02-2026,18,136091,0,1,66,12,11,0.9167,1,0.2478,10,open,0,0.6,1.0909
E4F43DE7,Software Engineer,Junior,Pulse Collective,Manufacturing,startup,"Atlanta, GA",26-05-2025,278,,1,9,9,37,2,0.0541,3.08,0.8904,17,open,1,9.2667,18.5
322AC88F,Platform Engineer,Junior,Synapse Collective,Manufacturing,startup,"San Francisco, CA",11-02-2026,36,80126,0,1,0,8,14,1,0.67,0.303921943,8,closed,0,1.2,0.5714
9AE604C9,Data Scientist,Intern,Helix Partners,Media,mid,"Los Angeles, CA",17-02-2026,11,39422,0,1,72,11,11,1,0.92,0.3067,3,open,0,0.3667,1
A013CEB6,Platform Engineer,Junior,Vertex Consulting,Finance,startup,Remote,14-01-2026,45,79497,0,1,66,13,17,1,1.08,0.137,6,closed,0,1.5,0.7647
A3739C48,Financial Analyst,Director,Ionic Consulting,Finance,startup,"London, UK",23-07-2025,220,,1,11,17,28,1,0.0357,2.33,0.8903,18,closed,1,7.3333,28
B62533D2,ML Engineer,Principal,Catalyst Studio,Logistics,startup,"Los Angeles, CA",30-05-2025,274,209845,0,10,10,58,0,0.103101576,4.83,0.7481,24,open,1,9.1333,116
544CC543,Software Engineer,Principal,Vertex Consulting,Finance,startup,"Phoenix, AZ",28-01-2026,31,175575,0,1,48,14,19,1,1.17,0.2144,6,closed,0,1.0333,0.7368
63C9CA1B,Backend Developer,Principal,Grid Systems,Retail,mid,"Berlin, DE",24-05-2025,280,,1,11,7,57,2,0.0351,4.75,0.978,31,closed,1,9.3333,28.5
5D7D3E99,Technical Lead,Director,Orion Networks,Media,enterprise,"Denver, CO",22-07-2025,221,,1,3,11,41,0,0,3.42,0.7801,29,open,1,7.3667,82
55722425,HR Generalist,Director,Catalyst Capital,Retail,enterprise,"Chicago, IL",27-02-2026,1,204070,0,1,70,14,25,1,1.17,0.1203,9,closed,0,0.0333,0.56
53861668,HR Generalist,Director,Drift Networks,Healthcare,enterprise,"Atlanta, GA",18-01-2026,41,229108,0,0,0,18,5,0.2778,1.5,0.151,9,closed,0,1.3667,3.6
55FDACAD,UX Designer,Director,Catalyst Partners,Healthcare,startup,"Toronto, CA",09-02-2026,19,224398,0,0,0,6,8,1,0.5,0.2398,5,closed,0,0.6333,0.75
F3640E95,Technical Lead,Principal,Ionic Partners,Retail,mid,Remote,06-06-2025,267,205330,0,9,13,21,1,0.0476,1.75,0.8233,20,open,1,8.9,21
DEB94B2A,Sales Executive,Senior,Jade Innovations,Technology,startup,"Austin, TX",16-03-2025,349,,1,12,12,55,2,0.0364,4.58,0.8141,29,open,1,11.6333,27.5
B90C419A,Backend Developer,Lead,Axiom Studio,Technology,enterprise,"Chicago, IL",04-02-2026,36,148284,0,3,51,20,16,0.8,1.67,0.506678862,1,open,0,1.2,1.25
CB37FC2A,HR Generalist,Lead,Prism Networks,Education,enterprise,"Los Angeles, CA",28-01-2026,31,157817,0,1,39,6,12,1,0.5,0.1077,5,closed,0,1.0333,0.5
29377F93,UX Designer,Mid-level,Catalyst Labs,Technology,startup,"Dallas, TX",22-02-2026,34,,1,2,0,9,14,1,0.75,0.405463889,2,open,0,1.1333,0.6429
E8C2FC7B,Product Manager,Director,Jade Ventures,Retail,startup,"Toronto, CA",07-02-2026,21,249700,0,1,88,18,24,1,1.5,0.2141,6,closed,0,0.7,0.75
F5DCFF58,Business Analyst,Mid-level,Catalyst Studio,Logistics,startup,"Boston, MA",26-03-2025,339,94783,0,9,8,45,4,0.0889,3.75,0.808,12,open,1,11.3,11.25
61935AC2,Software Engineer,Junior,Forge Global,Logistics,startup,"Los Angeles, CA",22-12-2025,68,62062,0,5,12,40,4,0.169726856,3.33,0.9572,24,open,1,2.2667,10
FCE4F8AE,Product Manager,Junior,Opus Consulting,Education,mid,"Miami, FL",24-01-2026,35,61242,0,1,33,8,14,1,0.67,0.0551,3,open,0,1.1667,0.5714
